symbol, companyName, marketCap, sector, industry, beta, price, lastAnnualDividend, volume, exchange, exchangeShortName, country, isEtf, isFund, isActivelyTrading
"MWTSX","Metropolitan West Total Return Bond Fund Plan Class","45744801469","Financial Services","Asset Management - Bonds","1.13","8.44","0.3377880000000001","0","NASDAQ","NASDAQ","US","false","true","true",
"MWTIX","Metropolitan West Total Return Bond Fd Cl I","45741425274","Financial Services","Asset Management - Bonds","1.13","9","0.32600000000000007","0","NASDAQ","NASDAQ","null","false","true","true",
"JCBZX","JPMorgan Core Bond Fund Class R2","45724676086","Financial Services","Asset Management - Bonds","0.91","10.2","0.24299999999999997","0","NASDAQ","NASDAQ","null","false","true","true",
"MCHP","Microchip Technology Incorporated","45619020150","Technology","Semiconductors","1.538","85.03","1.81","10209834","NASDAQ Global Select","NASDAQ","US","false","false","true",
"TIEIX","TIAA-CREF Equity Index Fund","45612858222","Financial Services","Asset Management","1.01","38.08","0.495","0","NASDAQ","NASDAQ","null","false","true","true",
"STZ","Constellation Brands, Inc.","45435040960","Consumer Defensive","Beverages - Wineries & Distilleries","0.865","249.38","4.04","1053540","New York Stock Exchange","NYSE","US","false","false","true",
"CHTR","Charter Communications, Inc.","45402576900","Communication Services","Telecommunications Services","1.041","315.23","0","1553696","NASDAQ Global Select","NASDAQ","US","false","false","true",
"ALC","Alcon Inc.","45304672000","Healthcare","Medical - Instruments & Supplies","0.701","91.84","0.27","985480","New York Stock Exchange","NYSE","CH","false","false","true",
"COR","Cencora","45297543720","Healthcare","Medical - Distribution","0.453","227.11","2.04","986675","New York Stock Exchange","NYSE","US","false","false","true",
"WCN","Waste Connections, Inc.","45277525080","Industrials","Waste Management","0.714","175.48","1.14","1994558","New York Stock Exchange","NYSE","CA","false","false","true",
"VWUSX","Vanguard U.S. Growth Fund","45227586438","Financial Services","Asset Management","1.23","64.49","0.159","0","NASDAQ","NASDAQ","US","false","true","true",
"VWUAX","Vanguard U.S. Growth Fund Admiral Shares","45227097824","Financial Services","Asset Management","1.23","167.15","0.539","0","NASDAQ","NASDAQ","US","false","true","true",
"TD-PFJ.TO","The Toronto-Dominion Bank NCUM 5Y PFD SR18","45106991093","","","0","24.52","0","3400","Toronto Stock Exchange","TSX","null","false","false","true",
"KDP","Keurig Dr Pepper Inc.","45018479700","Consumer Defensive","Beverages - Non-Alcoholic","0.618","33.21","0.86","17635515","NASDAQ Global Select","NASDAQ","US","false","false","true",
"TD-PFA.TO","The Toronto-Dominion Bank 5 YR RST PFD 1","44959824635","","","0","24.44","0","1900","Toronto Stock Exchange","TSX","null","false","false","true",
"JCI","Johnson Controls International plc","44947662720","Industrials","Construction","1.295","66.72","1.48","5826491","New York Stock Exchange","NYSE","IE","false","false","true",
"OIEIX","JPMorgan Equity Income A","44790162151","null","null","0.73","24.13","0.313","0","Nasdaq","NASDAQ","null","false","true","true",
"HLIEX","JPMorgan Equity Income Fund I Class","44785917028","Financial Services","Asset Management - Income","0.73","24.64","0.43658","0","NASDAQ","NASDAQ","US","false","true","true",
"ODFL","Old Dominion Freight Line, Inc.","44695524500","Industrials","Trucking","1.003","205.7","1.04","3119586","NASDAQ Global Select","NASDAQ","US","false","false","true",
"PAYX","Paychex, Inc.","44648545460","Industrials","Staffing & Employment Services","0.992","123.98","3.92","1758656","NASDAQ Global Select","NASDAQ","US","false","false","true",
"OIEJX","JPMorgan Equity Income Fund Class R6","44585979888","Financial Services","Asset Management - Income","0.73","24.64","0.65164","0","NASDAQ","NASDAQ","US","false","true","true",
"TTD","The Trade Desk, Inc.","44451873393","Technology","Software - Application","1.477","90.88","0","4903562","NASDAQ Global Market","NASDAQ","US","false","false","true",
"DSY.PA","Dassault Systèmes SE","44246828107","Technology","Software - Application","0.58","33.64","0.23","2016646","Paris","EURONEXT","FR","false","false","true",
"PRU","Prudential Financial, Inc.","44189310000","Financial Services","Insurance - Life","1.327","123.09","5.2","818637","New York Stock Exchange","NYSE","US","false","false","true",
"VWILX","Vanguard World Fund - Vanguard International Growth Fund","43890601692","Financial Services","Asset Management","1.31","108.08","1.125","0","NASDAQ","NASDAQ","US","false","true","true",
"VWIGX","Vanguard International Growth Fund","43887690424","Financial Services","Asset Management","1.31","33.97","0.323","0","NASDAQ","NASDAQ","US","false","true","true",
"AMP","Ameriprise Financial, Inc.","43868828583","Financial Services","Asset Management","1.367","441.67","5.92","691562","New York Stock Exchange","NYSE","US","false","false","true",
"GEV","GE Vernova Inc.","43853680000","Utilities","Renewable Utilities","null","160","0","5160180","New York Stock Exchange","NYSE","US","false","false","true",
"D","Dominion Energy, Inc.","43838435300","Utilities","Regulated Electric","0.588","52.3","2.67","2993393","New York Stock Exchange","NYSE","US","false","false","true",
"FTNT","Fortinet, Inc.","43781286780","Technology","Software - Infrastructure","0.979","57.31","0","4823273","NASDAQ Global Select","NASDAQ","US","false","false","true",
"F","Ford Motor Company","43763828400","Consumer Cyclical","Auto - Manufacturers","1.634","11.16","0.6","256372707","New York Stock Exchange","NYSE","US","false","false","true",
"XVALO.MC","Vale S.A.","43732377272","Basic Materials","Industrial Materials","0.928","10.24","1.62","33810","Madrid Stock Exchange","EURONEXT","BR","false","false","true",
"ALL","The Allstate Corporation","43651541000","Financial Services","Insurance - Property & Casualty","0.481","165.4","3.68","3740983","New York Stock Exchange","NYSE","US","false","false","true",
"OAKIX","Oakmark International Fund Investor Class","43536860333","Financial Services","Asset Management","1.29","26.34","0.495","0","NASDAQ","NASDAQ","null","false","true","true",
"SNOW","Snowflake Inc.","43386732000","Technology","Software - Application","0.845","129.59","0","4619556","New York Stock Exchange","NYSE","US","false","false","true",
"BCS","Barclays PLC","43272900000","Financial Services","Banks - Diversified","1.388","11.75","0.35","7358126","New York Stock Exchange","NYSE","GB","false","false","true",
"SGEN","Seagen Inc.","43154776450","Healthcare","Biotechnology","0.321","228.74","0","19392808","NASDAQ Global Select","NASDAQ","US","false","false","false",
"TAK","Takeda Pharmaceutical Company Limited","43129806900","Healthcare","Drug Manufacturers - Specialty & Generic","0.499","13.67","0.58","3248840","New York Stock Exchange","NYSE","JP","false","false","true",
"MPLX","MPLX LP","43097042000","Energy","Oil & Gas Midstream","1.345","42.41","3.4","1045248","New York Stock Exchange","NYSE","US","false","false","true",
"ABX.TO","Barrick Gold Corporation","43057120000","Basic Materials","Gold","0.431","24.52","0.55","3113640","Toronto Stock Exchange","TSX","CA","false","false","true",
"TRP","TC Energy Corporation","43045460100","Energy","Oil & Gas Midstream","0.775","41.49","2.8","2876060","New York Stock Exchange","NYSE","CA","false","false","true",
"FERG","Ferguson plc","43043570682","Industrials","Industrial - Distribution","1.225","213.15","3.16","1130865","New York Stock Exchange","NYSE","GB","false","false","true",
"IFC.TO","Intact Financial Corporation","42962536680","Financial Services","Insurance - Property & Casualty","0.548","240.87","4.84","136792","Toronto Stock Exchange","TSX","CA","false","false","true",
"DXCM","DexCom, Inc.","42890219400","Healthcare","Medical - Devices","1.158","107.85","0","8566704","NASDAQ Global Select","NASDAQ","US","false","false","true",
"IQV","IQVIA Holdings Inc.","42346467000","Healthcare","Medical - Diagnostics & Research","1.495","232.29","0","1967693","New York Stock Exchange","NYSE","US","false","false","true",
"MSCI","MSCI Inc.","42330216500","Financial Services","Financial - Data & Stock Exchanges","1.097","538.21","6.4","586363","New York Stock Exchange","NYSE","US","false","false","true",
"LOLDX","Lord Abbett Short Duration Income F3","42134478847","null","null","0.29","3.86","0.16300000000000003","0","Nasdaq","NASDAQ","null","false","true","true",
"LLDYX","Lord Abbett Short Duration Income I","42134478847","Financial Services","Asset Management - Income","0.29","3.86","0.17870800000000003","0","Nasdaq","NASDAQ","null","false","true","true",
"LDLVX","Lord Abbett Short Duration Income Fund","42134478847","Financial Services","Asset Management - Income","0.3","3.86","0.17872700000000002","0","NASDAQ","NASDAQ","US","false","true","true",
"RFGTX","American Funds 2040 Target Date Retirement Fund Class R-6","42110492653","Financial Services","Asset Management","1.18","20.19","0.329","0","NASDAQ","NASDAQ","null","false","true","true",
"AAGTX","American Funds 2040 Target Date Retirement Fund Class A","42026565430","Financial Services","Asset Management","1.18","20.03","0.271","0","NASDAQ","NASDAQ","null","false","true","true",
"REGTX","American Funds 2040 Trgt Date Retire R5","42006874327","null","null","1.17","20.27","0.32","0","Nasdaq","NASDAQ","null","false","true","true",
"FAUTX","American Funds 2040 Target Date Retirement Fd Cl F-1","42004740555","Financial Services","Asset Management","1.17","19.86","0.266","0","NASDAQ","NASDAQ","null","false","true","true",
"BCE.TO","BCE Inc.","41837298380","Communication Services","Telecommunications Services","0.469","45.86","3.99","2458258","Toronto Stock Exchange","TSX","CA","false","false","true",
"ENBA","Enbridge Inc. 6.375 SNT18 B 78","41782996977","Energy","Oil & Gas Midstream","0","25.4","0.3984375","21497","New York Stock Exchange","NYSE","US","false","false","false",
"STM.PA","STMicroelectronics N.V.","41748402090","Technology","Semiconductors","1.394584","46.26","0.23","2233437","Paris","EURONEXT","CH","false","false","false",
"HLN","Haleon plc","41734615570","Healthcare","Drug Manufacturers - Specialty & Generic","0.136","9.14","0.21","9731456","New York Stock Exchange","NYSE","GB","false","false","true",
"FIS","Fidelity National Information Services, Inc.","41446262010","Technology","Information Technology Services","1.069","74.51","1.76","2922451","New York Stock Exchange","NYSE","US","false","false","true",
"WFSPX","iShares S&P 500 Index K","41365098169","","","1","632.82","6.2170000000000005","0","Nasdaq","NASDAQ","null","false","true","true",
"BSPAX","iShares S&P 500 Index Fund Investor A Shares","41364970938","Financial Services","Asset Management","1","632.44","4.921","0","NASDAQ","NASDAQ","US","false","true","true",
"BSPIX","iShares S&P 500 Index Fund Institutional Shares","41364384126","Financial Services","Asset Management","1","632.63","5.933999999999999","0","NASDAQ","NASDAQ","US","false","true","true",
"DASH","DoorDash, Inc.","41208340343","Communication Services","Internet Content & Information","1.67","100.78","0","7355204","NASDAQ Global Select","NASDAQ","US","false","false","true",
"TWTR","Twitter, Inc. (delisted)","41093709770","Communication Services","Internet Content & Information","0","53.7","0","75139089","New York Stock Exchange","NYSE","US","false","false","false",
"SMCI","Super Micro Computer, Inc.","40732486965","Technology","Computer Hardware","1.268","695.61","0","6989242","NASDAQ Global Select","NASDAQ","US","false","false","true",
"KHC","The Kraft Heinz Company","40424047000","Consumer Defensive","Packaged Foods","0.517","33.29","1.6","6718487","NASDAQ Global Select","NASDAQ","US","false","false","true",
"LNG","Cheniere Energy, Inc.","40368631200","Energy","Oil & Gas Midstream","0.966","176.35","1.74","1223991","New York Stock Exchange","NYSE","US","false","false","true",
"DDOG","Datadog, Inc.","40230014069","Technology","Software - Application","1.108","120.31","0","3456610","NASDAQ Global Select","NASDAQ","US","false","false","true",
"VSCSX","Vanguard ST Corporate Bond Index Fund Admiral Shs","40155910141","Financial Services","Asset Management - Bonds","0.47","21.18","0.20400000000000001","0","NASDAQ","NASDAQ","null","false","true","true",
"SLF.TO","Sun Life Financial Inc.","39850637120","Financial Services","Insurance - Diversified","0.945","68.56","3.24","701308","Toronto Stock Exchange","TSX","CA","false","false","true",
"UMG.AS","Universal Music Group N.V.","39690277911","Communication Services","Entertainment","0.918","21.7","0.48","9903845","Amsterdam","EURONEXT","NL","false","false","true",
"FAST","Fastenal Company","39546932760","Industrials","Industrial - Distribution","1","69.06","1.56","3163507","NASDAQ Global Select","NASDAQ","US","false","false","true",
"VSIAX","Vanguard Small-Cap Value Index Fd Admiral","39453855184","","","1","83.22","0.97561","0","NASDAQ","NASDAQ","null","false","true","true",
"A","Agilent Technologies, Inc.","39381899780","Healthcare","Medical - Diagnostics & Research","1.049","134.98","0.94","1338743","New York Stock Exchange","NYSE","US","false","false","true",
"VRSK","Verisk Analytics, Inc.","39364032500","Industrials","Consulting Services","0.845","275.9","1.56","644250","NASDAQ Global Select","NASDAQ","US","false","false","true",
"VBILX","Vanguard Intermediate-Term Bond Index Fund Admiral Shares","39136264188","Financial Services","Asset Management - Bonds","1.05","10.23","0.29700000000000004","0","NASDAQ","NASDAQ","null","false","true","true",
"RCL","Royal Caribbean Cruises Ltd.","39122194980","Consumer Cyclical","Travel Services","2.631","152.02","0","6079925","New York Stock Exchange","NYSE","US","false","false","true",
"IR","Ingersoll Rand Inc.","39108698080","Industrials","Industrial - Machinery","1.451","96.94","0.08","2901502","New York Stock Exchange","NYSE","US","false","false","true",
"AME","AMETEK, Inc.","39007324400","Industrials","Industrial - Machinery","1.181","168.52","1.12","725601","New York Stock Exchange","NYSE","US","false","false","true",
"HSY","The Hershey Company","39003421573","Consumer Defensive","Food Confectioners","0.353","192.67","5.48","1867830","New York Stock Exchange","NYSE","US","false","false","true",
"FICO","Fair Isaac Corporation","38967359537","Technology","Software - Application","1.336","1576.93","0","111796","New York Stock Exchange","NYSE","US","false","false","true",
"ACA.PA","Crédit Agricole S.A.","38875001011","Financial Services","Banks - Regional","1.512","13.87","1.05","4697366","Paris","EURONEXT","FR","false","false","true",
"IDXX","IDEXX Laboratories, Inc.","38872190364","Healthcare","Medical - Diagnostics & Research","1.321","470.68","0","560197","NASDAQ Global Select","NASDAQ","US","false","false","true",
"NDAQ","Nasdaq, Inc.","38777609580","Financial Services","Financial - Data & Stock Exchanges","0.949","67.26","0.96","7038099","NASDAQ Global Select","NASDAQ","US","false","false","true",
"CMI","Cummins Inc.","38731992600","Industrials","Industrial - Machinery","0.988","283.17","7.28","582746","New York Stock Exchange","NYSE","US","false","false","true",
"GWO.TO","Great-West Lifeco Inc.","38665167200","Financial Services","Insurance - Life","0.846","41.48","2.22","748817","Toronto Stock Exchange","TSX","CA","false","false","true",
"NA.TO","National Bank of Canada","38544631200","Financial Services","Banks - Diversified","1.128","113.24","4.4","1474255","Toronto Stock Exchange","TSX","CA","false","false","true",
"FFH.TO","Fairfax Financial Holdings Limited","38537415950","Financial Services","Insurance - Property & Casualty","0.837","1550","20.29","30773","Toronto Stock Exchange","TSX","CA","false","false","true",
"CTVA","Corteva, Inc.","38528833280","Basic Materials","Agricultural Inputs","0.771","55.28","0.64","2785442","New York Stock Exchange","NYSE","US","false","false","true",
"PCG","PG&E Corporation","38511623182","Utilities","Regulated Electric","1.088","18.02","0.04","20293407","New York Stock Exchange","NYSE","US","false","false","true",
"KR","The Kroger Co.","38478678210","Consumer Defensive","Grocery Stores","0.444","53.31","1.28","2543370","New York Stock Exchange","NYSE","US","false","false","true",
"MPWR","Monolithic Power Systems, Inc.","38446012800","Technology","Semiconductors","1.115","789.9","5","867166","NASDAQ Global Select","NASDAQ","US","false","false","true",
"SGO.PA","Compagnie de Saint-Gobain S.A.","38161703120","Industrials","Construction","1.407","76.38","2.1","1005734","Paris","EURONEXT","FR","false","false","true",
"MDIZX","MFS International Diversification Fund Class R6","38037909495","Financial Services","Asset Management","1","23.64","0.596","0","NASDAQ","NASDAQ","US","false","true","true",
"SQ","Block, Inc.","38006929495","Technology","Software - Infrastructure","2.522","61.58","0","7073781","New York Stock Exchange","NYSE","US","false","false","true",
"FSMAX","Fidelity Extended Market Index Fund","37949070785","Financial Services","Asset Management","1.09","84.09","0.83","0","NASDAQ","NASDAQ","US","false","true","true",
"IMO","Imperial Oil Limited","37830092200","Energy","Oil & Gas Integrated","1.826","70.6","1.76","318891","American Stock Exchange","AMEX","CA","false","false","true",
"MDIJX","MFS International Diversification Fund","37797771182","Financial Services","Asset Management","1","23.61","0.573","0","NASDAQ","NASDAQ","US","false","true","true",
"MDIDX","MFS International Diversification Fund Class A","37794596647","Financial Services","Asset Management","1","23.3","0.518","0","NASDAQ","NASDAQ","US","false","true","true",
"EA","Electronic Arts Inc.","37681223000","Technology","Electronic Gaming & Multimedia","0.788","141.8","0.76","2514924","NASDAQ Global Select","NASDAQ","US","false","false","true",
"NUE","Nucor Corporation","37647429240","Basic Materials","Steel","1.585","157.02","2.16","1390583","New York Stock Exchange","NYSE","US","false","false","true",
"OTIS","Otis Worldwide Corporation","37614168690","Industrials","Industrial - Machinery","0.929","93.03","1.56","4269593","New York Stock Exchange","NYSE","US","false","false","true",
"BN.PA","Danone S.A.","37589320834","Consumer Defensive","Packaged Foods","0.439","58.4","2.1","1270706","Paris","EURONEXT","FR","false","false","true",
"TRAIX","T. Rowe Price Capital Appreciation Fund I Class","37533463680","Financial Services","Asset Management","0.98","36.43","0.758","0","NASDAQ","NASDAQ","US","false","true","true",
"PRWCX","T. Rowe Price Capital Appreciation Fund","37523159615","Financial Services","Asset Management","0.98","36.42","0.715","0","NASDAQ","NASDAQ","US","false","true","true",
"FUSIX","Strategic Advisers Fidelity International Fund","37504657326","Financial Services","Asset Management","1.04","12.41","0.29800000000000004","0","Nasdaq","NASDAQ","US","false","true","true",
"SE","Sea Limited","37452711319","Consumer Cyclical","Specialty Retail","1.511","64.1","0","3157819","New York Stock Exchange","NYSE","SG","false","false","true",
"VTWNX","Vanguard Target Retirement 2020 Fund","37310218527","Financial Services","Asset Management","0.8","28.08","0.79","0","NASDAQ","NASDAQ","null","false","true","true",
"FTBFX","Fidelity Total Bond","37207175574","Financial Services","Asset Management - Bonds","0.98","9.48","0.3450000000000001","0","NASDAQ","NASDAQ","US","false","true","true",
"DOW","Dow Inc.","37164437100","Basic Materials","Chemicals","1.236","52.85","2.8","6174676","New York Stock Exchange","NYSE","US","false","false","true",
"PEG","Public Service Enterprise Group Incorporated","36977459200","Utilities","Regulated Electric","0.61","74.24","2.4","2576146","New York Stock Exchange","NYSE","US","false","false","true",
"PACLX","T. Rowe Price Capital Appreciation Fund Advisor Class","36894685759","Financial Services","Asset Management","0.98","35.81","0.633","0","NASDAQ","NASDAQ","US","false","true","true",
"WKL.AS","Wolters Kluwer N.V.","36862768006","Industrials","Specialty Business Services","0.267","154.75","2.08","402617","Amsterdam","EURONEXT","NL","false","false","true",
"WPM.TO","Wheaton Precious Metals Corp.","36822858680","Basic Materials","Gold","0.654","81.23","0.85","393000","Toronto Stock Exchange","TSX","CA","false","false","true",
"CVE","Cenovus Energy Inc.","36758540000","Energy","Oil & Gas Integrated","2.731","19.76","0.54","5967720","New York Stock Exchange","NYSE","CA","false","false","true",
"BSBR","Banco Santander (Brasil) S.A.","36756778721","Financial Services","Banks - Regional","0.788","4.92","0.32","473906","New York Stock Exchange","NYSE","BR","false","false","true",
"GIS","General Mills, Inc.","36742751180","Consumer Defensive","Packaged Foods","0.085","65.83","2.4","3096115","New York Stock Exchange","NYSE","US","false","false","true",
"GLW","Corning Incorporated","36671859390","Technology","Hardware, Equipment & Parts","1.048","42.81","1.12","7042121","New York Stock Exchange","NYSE","US","false","false","true",
"DOL.TO","Dollarama Inc.","36591927120","Consumer Defensive","Discount Stores","0.555","129.64","0.37","383255","Toronto Stock Exchange","TSX","CA","false","false","true",
"NWG","NatWest Group plc","36577862991","Financial Services","Banks - Diversified","1.313","8.82","0.43","2357945","New York Stock Exchange","NYSE","GB","false","false","true",
"VEUSX","Vanguard European Stock Index Fund Admiral Shares","36491706732","Financial Services","Asset Management","1.15","84.06","1.349","0","NASDAQ","NASDAQ","US","false","true","true",
"EXC","Exelon Corporation","36481094400","Utilities","Regulated Electric","0.588","36.48","1.52","5287479","NASDAQ Global Select","NASDAQ","US","false","false","true",
"GEHC","GE HealthCare Technologies Inc.","36480711571","Healthcare","Medical - Healthcare Information Services","1.2092775","79.92","0.12","2436913","NASDAQ Global Select","NASDAQ","US","false","false","true",
"PWR","Quanta Services, Inc.","36422798280","Industrials","Engineering & Construction","1.032","248.81","0.36","1033138","New York Stock Exchange","NYSE","US","false","false","true",
"CTSH","Cognizant Technology Solutions Corporation","36399938790","Technology","Information Technology Services","1.054","73.21","1.2","4897222","NASDAQ Global Select","NASDAQ","US","false","false","true",
"AEM","Agnico Eagle Mines Limited","36388018181","Basic Materials","Gold","1.052","73.04","1.6","1938851","New York Stock Exchange","NYSE","CA","false","false","true",
"ODVIX","Invesco Developing Markets Fund Class R6","36370292716","Financial Services","Asset Management","1.03","39.12","0.368","0","NASDAQ","NASDAQ","US","false","true","true",
"JD","JD.com, Inc.","36035340898","Consumer Cyclical","Specialty Retail","0.391","26.33","0.76","13982114","NASDAQ Global Select","NASDAQ","CN","false","false","true",
"EW","Edwards Lifesciences Corporation","35975220000","Healthcare","Medical - Devices","1.11","59.7","0","45932344","New York Stock Exchange","NYSE","US","false","false","true",
"CNC","Centene Corporation","35968414333","Healthcare","Medical - Healthcare Plans","0.5","67.4","0","5447645","New York Stock Exchange","NYSE","US","false","false","true",
"SYY","Sysco Corporation","35914461840","Consumer Defensive","Food Distribution","1.178","72.12","2.04","3328813","New York Stock Exchange","NYSE","US","false","false","true",
"IT","Gartner, Inc.","35864514695","Technology","Information Technology Services","1.334","461.99","0","396082","New York Stock Exchange","NYSE","US","false","false","true",
"EL","The Estée Lauder Companies Inc.","35820538705","Consumer Defensive","Household & Personal Products","0.982","99.9","2.64","3234959","New York Stock Exchange","NYSE","US","false","false","true",
"YUM","Yum! Brands, Inc.","35803876160","Consumer Cyclical","Restaurants","1.068","127.13","2.68","1986016","New York Stock Exchange","NYSE","US","false","false","true",
"CRG.IR","CRH plc","35771755423","Basic Materials","Construction Materials","0.90578","50.34","1.16","4366444","Irish","EURONEXT","IE","false","false","false",
"VTINX","Vanguard Target Retirement Income Fund","35659190267","Financial Services","Asset Management - Income","0.67","13.33","0.41209100000000004","0","NASDAQ","NASDAQ","null","false","true","true",
"FANG","Diamondback Energy, Inc.","35633131200","Energy","Oil & Gas Exploration & Production","1.889","199.8","9.26","1055450","NASDAQ Global Select","NASDAQ","US","false","false","true",
"BKR","Baker Hughes Company","35508768840","Energy","Oil & Gas Equipment & Services","1.399","35.58","0.84","6775098","NASDAQ Global Select","NASDAQ","US","false","false","true",
"DFS","Discover Financial Services","35489830380","Financial Services","Financial - Credit Services","1.43","141.62","2.8","1326894","New York Stock Exchange","NYSE","US","false","false","true",
"VTEAX","Vanguard Tax-Exempt Bond Index Fund Admiral","35483733496","Financial Services","Asset Management - Bonds","0.96","20.18","0.49499999999999994","0","NASDAQ","NASDAQ","null","false","true","true",
"HPQ","HP Inc.","35472800000","Technology","Computer Hardware","1.106","36.25","1.1","7168077","New York Stock Exchange","NYSE","US","false","false","true",
"ACGL","Arch Capital Group Ltd.","35471040710","Financial Services","Insurance - Diversified","0.583","94.465","0","1357887","NASDAQ Global Select","NASDAQ","BM","false","false","true",
"CPNG","Coupang, Inc.","35375401639","Consumer Cyclical","Specialty Retail","1.093","19.79","0","2711029","New York Stock Exchange","NYSE","KR","false","false","true",
"VSIGX","Vanguard Intermediate-Term Treasury Index Fund Admiral Shares","35107579102","Financial Services","Asset Management","0.79","19.84","0.5854","0","NASDAQ","NASDAQ","null","false","true","true",
"FATTX","American Funds 2045 Target Date Retirement Fd Cl F-1","35084045645","Financial Services","Asset Management","1.21","20.42","0.254","0","NASDAQ","NASDAQ","null","false","true","true",
"RBHTX","American Funds 2045 Target Date Retirement Fund Class R-2","35081718046","Financial Services","Asset Management","1.21","19.88","0.134","0","NASDAQ","NASDAQ","US","false","true","true",
"KVUE","Kenvue Inc.","34945368275","Consumer Defensive","Household & Personal Products","1.257601","18.25","0.8","11081365","New York Stock Exchange","NYSE","US","false","false","true",
"ANEFX","American Funds New Economy A","34699640818","null","null","1.04","60.81","0.129","0","Nasdaq","NASDAQ","null","false","true","true",
"RNNEX","American Funds The New Economy Fund Class R-2E","34699640801","Financial Services","Asset Management","1.04","58.24","0","0","NASDAQ","NASDAQ","null","false","true","true",
"NTR.TO","Nutrien Ltd.","34693207920","Basic Materials","Agricultural Inputs","0.978","70.14","2.96","1170993","Toronto Stock Exchange","TSX","CA","false","false","true",
"FLUT","Flutter Entertainment plc","34669311840","Consumer Cyclical","Gambling, Resorts & Casinos","1.236","195.12","0","923147","New York Stock Exchange","NYSE","IE","false","false","true",
"ENGI.PA","ENGIE SA","34626801252","Utilities","Diversified Utilities","0.926","14.3","1.43","2346691","Paris","EURONEXT","FR","false","false","true",
"ANFFX","American Funds New Economy Fund Cl F-1 Shs","34462397604","Financial Services","Asset Management","1.04","61.01","0","0","NASDAQ","NASDAQ","null","false","true","true",
"DFEOX","DFA U.S. Core Equity 1 Portfolio","34377918035","","","0.98","40.55","0.394","0","NASDAQ","NASDAQ","null","false","true","true",
"BBCPX","Bridge Builder Core Plus Bond","34329131403","null","null","1.02","8.77","0.39500000000000013","0","Nasdaq","NASDAQ","null","false","true","true",
"FSMDX","Fidelity Mid Cap Index Fund","34280866846","Financial Services","Asset Management","1.04","32.19","0.329","0","NASDAQ","NASDAQ","US","false","true","true",
"KER.PA","Kering SA","34097616607","Consumer Cyclical","Luxury Goods","1.073","278.15","14","786576","Paris","EURONEXT","FR","false","false","true",
"GIB-A.TO","CGI Inc.","34058679691","Technology","Information Technology Services","0.813","149.28","0","267619","Toronto Stock Exchange","TSX","CA","false","false","true",
"TRLGX","T. Rowe Price Large-Cap Growth Fund I Class","34023465069","Financial Services","Asset Management","1.08","76.77","0","0","NASDAQ","NASDAQ","US","false","true","true",
"EXR","Extra Space Storage Inc.","34022090250","Real Estate","REIT - Industrial","0.844","160.69","6.48","1012912","New York Stock Exchange","NYSE","US","false","false","true",
"VTRLX","Vanguard Institutional Target Retirement 2050 Fund Institutional Shares","33946150882","Financial Services","Asset Management","1.43","32.04","0","0","NASDAQ","NASDAQ","US","false","true","false",
"MLM","Martin Marietta Materials, Inc.","33719655008","Basic Materials","Construction Materials","0.912","547.04","2.96","647319","New York Stock Exchange","NYSE","US","false","false","true",
"WDS","Woodside Energy Group Ltd","33702743227","Energy","Oil & Gas Exploration & Production","0.756","17.77","1.4","976251","New York Stock Exchange","NYSE","AU","false","false","true",
"HWM","Howmet Aerospace Inc.","33609788220","Industrials","Industrial - Machinery","1.286","82.34","0.19","5168104","New York Stock Exchange","NYSE","US","false","false","true",
"VMC","Vulcan Materials Company","33561590040","Basic Materials","Construction Materials","0.819","253.77","1.84","712011","New York Stock Exchange","NYSE","US","false","false","true",
"VFIDX","Vanguard Intermediate-Term Investment Grade Fund Admiral Shrs","33411508286","Financial Services","Asset Management","1.17","8.6","0.30600000000000005","0","NASDAQ","NASDAQ","null","false","true","true",
"VFICX","Vanguard Intermediate-Term Investment Grade Fund Investor Shrs","33411508286","Financial Services","Asset Management","1.18","8.6","0.30200000000000005","0","NASDAQ","NASDAQ","null","false","true","true",
"CCEP","Coca-Cola Europacific Partners PLC","33330573440","Consumer Defensive","Beverages - Non-Alcoholic","0.743","72.64","2.07","1217930","NASDAQ Global Select","NASDAQ","GB","false","false","true",
"PAMCX","T. Rowe Price Mid-Cap Growth Fund Advisor Class","33310254626","Financial Services","Asset Management","0.99","98.57","0","0","NASDAQ","NASDAQ","US","false","true","true",
"GRMN","Garmin Ltd.","33306325200","Technology","Hardware, Equipment & Parts","0.996","173.4","3","554737","New York Stock Exchange","NYSE","CH","false","false","true",
"DFQTX","DFA U.S. Core Equity 2 Portfolio","33262262982","","","0.98","36.41","0.325","0","NASDAQ","NASDAQ","US","false","true","true",
"XYL","Xylem Inc.","33246757110","Industrials","Industrial - Machinery","1.042","137.13","1.44","1242381","New York Stock Exchange","NYSE","US","false","false","true",
"FFFEX","Fidelity Freedom 2030 Fund","33223349262","Financial Services","Asset Management","1.05","17.55","0.331","0","NASDAQ","NASDAQ","US","false","true","true",
"ED","Consolidated Edison, Inc.","33172493200","Utilities","Regulated Electric","0.338","95.92","3.32","1919856","New York Stock Exchange","NYSE","US","false","false","true",
"CAP.PA","Capgemini SE","33161324856","Technology","Information Technology Services","1.031","193.6","3.4","410141","Paris","EURONEXT","FR","false","false","true",
"ABEV","Ambev S.A.","33148881135","Consumer Defensive","Beverages - Alcoholic","0.536","2.105","0.15","14254121","New York Stock Exchange","NYSE","BR","false","false","true",
